what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.tasks.ui,3.3.2.I20091216-0000-e3x,"org.eclipse.mylyn.tasks.ui",1277327745516
started,bundle,org.eclipse.mylyn.team.ui,3.3.2.I20091216-0000-e3x,"org.eclipse.mylyn.team.ui",1277327745516
started,bundle,org.eclipse.team.core,3.5.0.I20091209-0800,"org.eclipse.team.core",1277327745517
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20091124-0800,"org.eclipse.team.cvs.core",1277327745517
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20091209-0800,"org.eclipse.team.cvs.ui",1277327745518
started,bundle,org.eclipse.team.ui,3.5.100.I20091209-0800,"org.eclipse.team.ui",1277327745518
started,bundle,org.eclipse.ui,3.6.0.I20091209-1800a,"org.eclipse.ui",1277327745519
started,bundle,org.eclipse.ui.console,3.5.0.v20090907,"org.eclipse.ui.console",1277327745520
started,bundle,org.eclipse.ui.forms,3.5.0.v20091203,"org.eclipse.ui.forms",1277327745520
started,bundle,org.eclipse.ui.ide,3.6.0.I20091210-1200,"org.eclipse.ui.ide",1277327745521
started,bundle,org.eclipse.ui.net,1.2.100.I20090714-0800,"org.eclipse.ui.net",1277327745521
started,bundle,org.eclipse.ui.views,3.5.0.I20090914-0830,"org.eclipse.ui.views",1277327745522
started,bundle,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"org.eclipse.ui.workbench",1277327745522
started,bundle,org.eclipse.update.configurator,3.3.100.v20090813,"org.eclipse.update.configurator",1277327745523
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1277327745523
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1277327745523
os,sysinfo,,,"linux",1277327745526
arch,sysinfo,,,"x86_64",1277327745526
ws,sysinfo,,,"gtk",1277327745526
locale,sysinfo,,,"en_US",1277327745526
processors,sysinfo,,,"2",1277327745526
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1277327745526
java.runtime.version,sysinfo,,,"1.6.0_14-b08",1277327745526
java.specification.name,sysinfo,,,"Java Platform API Specification",1277327745526
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1277327745526
