what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.0.v20090907,"org.eclipse.ui.console",1277155032214
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20091209-0800,"org.eclipse.team.cvs.ui",1277155032344
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20091124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1277155053507
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20091124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1277155053526
closed,view,org.eclipse.ui,3.6.0.I20091209-1800a,"org.eclipse.ui.internal.introview",1277155053536
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"",1277155058971
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"",1277155100875
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"",1277155103826
activated,perspective,org.eclipse.cdt.ui,5.2.0.200912110805,"org.eclipse.cdt.ui.CPerspective",1277155105946
executed,command,org.eclipse.ui,3.6.0.I20091209-1800a,"org.eclipse.ui.window.resetPerspective",1277155106688
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"",1277155106706
started,bundle,org.eclipse.cdt.managedbuilder.ui,5.2.0.200912110805,"org.eclipse.cdt.managedbuilder.ui",1277155134086
started,bundle,org.eclipse.cdt.managedbuilder.core,6.1.0.200912110805,"org.eclipse.cdt.managedbuilder.core",1277155134141
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,5.0.100.200912110805,"org.eclipse.cdt.managedbuilder.gnu.ui",1277155134327
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"",1277155134538
started,bundle,org.eclipse.core.variables,3.2.300.v20090911,"org.eclipse.core.variables",1277155164421
started,bundle,org.eclipse.cdt.make.core,6.0.0.200912110805,"org.eclipse.cdt.make.core",1277155164489
started,bundle,org.eclipse.debug.core,3.6.0.v20091130,"org.eclipse.debug.core",1277155164615
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"",1277155168146
opened,view,org.eclipse.ui.console,3.5.0.v20090907,"org.eclipse.ui.console.ConsoleView",1277155168679
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"",1277155178274
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"",1277155185176
started,bundle,org.eclipse.search,3.5.100.v20091207-1800,"org.eclipse.search",1277155187320
started,bundle,org.eclipse.compare.core,3.5.100.I20090714-0800,"org.eclipse.compare.core",1277155189136
opened,editor,org.eclipse.cdt.ui,5.2.0.200912110805,"org.eclipse.cdt.ui.editor.CEditor",1277155189174
