what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"",1277157297614
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"",1277157301026
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"",1277157311485
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"",1277157312361
executed,command,org.eclipse.ui,3.6.0.I20091209-1800a,"org.eclipse.ui.file.save",1277157316315
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20091124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1277157317261
opened,editor,org.eclipse.cdt.ui,5.2.0.200912110805,"org.eclipse.cdt.ui.editor.CEditor",1277157317379
activated,editor,org.eclipse.cdt.ui,5.2.0.200912110805,"org.eclipse.cdt.ui.editor.CEditor",1277157317438
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"",1277157320757
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"",1277157326861
activated,editor,org.eclipse.cdt.ui,5.2.0.200912110805,"org.eclipse.cdt.ui.editor.CEditor",1277157388438
activated,editor,org.eclipse.cdt.ui,5.2.0.200912110805,"org.eclipse.cdt.ui.editor.CEditor",1277157391341
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"",1277157423862
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"",1277157424896
executed,command,org.eclipse.ui,3.6.0.I20091209-1800a,"org.eclipse.ui.edit.undo",1277157477583
executed,command,org.eclipse.ui,3.6.0.I20091209-1800a,"org.eclipse.ui.edit.undo",1277157477906
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"",1277157484222
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"",1277157566465
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"",1277157643931
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"",1277157645413
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"",1277157646645
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"",1277157721745
executed,command,org.eclipse.ui,3.6.0.I20091209-1800a,"org.eclipse.ui.edit.undo",1277157905122
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1277157909237
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20091209-1800,"",1277157966213
